text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ SAG FLAIR 3D', Sequence: '%SiemensSeq%\space')",0.0,-1005550,,,,,,,,,,,,,,,10,1,3
Patient table has started moving. Absolute PTAB Position: -1174050,41.0,-1174050,,,,,,,,,,,,,,,4,1,3
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,41.0,-1174050,,,,,,,,,,,,,,,12,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",48.0,-1174050,,,,,,,,,,,,,,,5,1,3
A patient has been registered successfully (d6116265cdcbe6c91a11f0955d1711fcc41668b2).,53.0,-1174050,,,,,,,,,,,,,,,8,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",73.0,-1174050,,,,,,,,,,,,,,,1,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",78.0,-1174050,,,,,,,,,,,,,,,5,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",83.0,-1174050,,,,,,,,,,,,,,,5,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",161.0,-1174050,,,,,,,,,,,,,,,5,1,3
Patient table has started moving. Absolute PTAB Position: 500,161.0,500,,,,,,,,,,,,,,,4,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",162.0,500,,,,,,,,,,,,,,,5,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,130f000000000000,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,BO1-3,HE2,4,NE2,SP1-8.)",202.0,500,,,,,,,,,,,,,,,1,1,3
