text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ AX VIBE POST 5 MIN', Sequence: '%SiemensSeq%\fl3d_vibe')",0.0,-690800,,,,,,,,,,,,,,,10,1,1
Patient table has started moving. Absolute PTAB Position: -1651050,45.0,-1651050,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",54.0,-1651050,,,,,,,,,,,,,,,5,1,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",74.0,-1651050,,,,,,,,,,,,,,,1,1,1
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",144.0,-1651050,,,,,,,,,,,,,,,5,1,1
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,566.0,-1651050,,,,,,,,,,,,,,,12,1,1
A patient has been registered successfully (8b583d5356539ddd48ec275724b8087b4a3018c8).,584.0,-1651050,,,,,,,,,,,,,,,8,1,1
Patient table has started moving. Absolute PTAB Position: 350,691.0,350,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",693.0,350,,,,,,,,,,,,,,,5,1,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",706.0,350,,,,,,,,,,,,,,,5,1,1
Patient table has started moving. Absolute PTAB Position: -1350,706.0,-1350,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",707.0,-1350,,,,,,,,,,,,,,,5,1,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,130f000000000000,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,BO1-3,SP1-8.)",879.0,-1350,,,,,,,,,,,,,,,1,1,1
Patient table has started moving. Absolute PTAB Position: 0,946.0,0,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",950.0,0,,,,,,,,,,,,,,,5,1,1
Patient table has started moving. Absolute PTAB Position: -554000,950.0,-554000,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",954.0,-554000,,,,,,,,,,,,,,,5,1,1
Patient has been positioned,954.0,-554000,,,,,,,,,,,,,,,7,1,1
Patient table has started moving. Absolute PTAB Position: -601050,955.0,-601050,,,,,,,,,,,,,,,4,1,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",961.0,-601050,,,,,,,,,,,,,,,5,1,1
"Start prepare. (Protocol: 'FB LOCALIZER', Sequence: '%SiemensSeq%\haste')",996.0,-601050,,,,,,,,,,,,,,,9,1,1
