text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ COR VIBE UTERUS', Sequence: '%SiemensSeq%\fl3d_vibe')",0.0,-875150,,,,,,,,,,,,,,,10,10,8
Patient table has started moving. Absolute PTAB Position: -1855150,19.0,-1855150,,,,,,,,,,,,,,,4,10,8
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,20.0,-1855150,,,,,,,,,,,,,,,12,10,8
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",30.000000000000004,-1855150,,,,,,,,,,,,,,,5,10,8
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",42.0,-1855150,,,,,,,,,,,,,,,1,10,8
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",50.0,-1855150,,,,,,,,,,,,,,,5,10,8
A patient has been registered successfully (aed9c0927fe232e2dd1e30de0042540d06d5b41e).,188.0,-1855150,,,,,,,,,,,,,,,8,10,8
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,320.0,-1855150,,,,,,,,,,,,,,,12,10,8
A patient has been registered successfully (4ef412d81cb8aa74303ae8c6c4c630286662f0bd).,1028.0,-1855150,,,,,,,,,,,,,,,8,10,8
Patient table has started moving. Absolute PTAB Position: 650,1039.0,650,,,,,,,,,,,,,,,4,10,8
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",1040.0,650,,,,,,,,,,,,,,,5,10,8
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",1049.0,650,,,,,,,,,,,,,,,5,10,8
Patient table has started moving. Absolute PTAB Position: -800,1050.0,-800,,,,,,,,,,,,,,,4,10,8
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1050.0,-800,,,,,,,,,,,,,,,5,10,8
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",1066.0,-800,,,,,,,,,,,,,,,1,10,8
Patient table has started moving. Absolute PTAB Position: 450,1071.0,450,,,,,,,,,,,,,,,4,10,8
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1075.0,450,,,,,,,,,,,,,,,5,10,8
Patient has been positioned,1076.0,450,,,,,,,,,,,,,,,7,10,8
Patient table has started moving. Absolute PTAB Position: -320900,1076.0,-320900,,,,,,,,,,,,,,,4,10,8
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1082.0,-320900,,,,,,,,,,,,,,,5,10,8
"Start prepare. (Protocol: 'AASpine_Scout', Sequence: '%SiemensSeq%\AALScout')",1098.0,-320900,,,,,,,,,,,,,,,9,10,8
0,1098.0,-320900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
