text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'REPEAT AX DWI FB', Sequence: '%SiemensSeq%\ep2d_diff')",0.0,-1130000,,,,,,,,,,,,,,,10,3,1
Patient table has started moving. Absolute PTAB Position: -1959100,24.0,-1959100,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",36.0,-1959100,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",50.0,-1959100,,,,,,,,,,,,,,,1,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",66.0,-1959100,,,,,,,,,,,,,,,5,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",69.0,-1959100,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",2074.0,-1959100,,,,,,,,,,,,,,,1,3,1
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,2131.0,-1959100,,,,,,,,,,,,,,,12,3,1
A patient has been registered successfully (d91b3ef19626e9d6668a6b842ba764c1a3dd8569).,2147.0,-1959100,,,,,,,,,,,,,,,8,3,1
Patient table has started moving. Absolute PTAB Position: 550,2495.0,550,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",2495.0,550,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",2501.0,550,,,,,,,,,,,,,,,1,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",2504.0,550,,,,,,,,,,,,,,,5,3,1
Patient table has started moving. Absolute PTAB Position: -100,2526.0,-100,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",2529.0,-100,,,,,,,,,,,,,,,5,3,1
Patient table has started moving. Absolute PTAB Position: -276050,2530.0,-276050,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",2532.0,-276050,,,,,,,,,,,,,,,5,3,1
Patient has been positioned,2532.0,-276050,,,,,,,,,,,,,,,7,3,1
