text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ AX GRE', Sequence: '%SiemensSeq%\gre')",0.0,-223750,,,,,,,,,,,,,,,10,1,3
Patient table has started moving. Absolute PTAB Position: -1131900,40.0,-1131900,,,,,,,,,,,,,,,4,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",47.0,-1131900,,,,,,,,,,,,,,,5,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",94.0,-1131900,,,,,,,,,,,,,,,1,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",101.0,-1131900,,,,,,,,,,,,,,,5,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",114.0,-1131900,,,,,,,,,,,,,,,1,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",164.0,-1131900,,,,,,,,,,,,,,,1,1,3
Patient table has started moving. Absolute PTAB Position: 700,256.0,700,,,,,,,,,,,,,,,4,1,3
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",257.0,700,,,,,,,,,,,,,,,5,1,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,130f000000000000,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,BO1-3,SP1-8.)",270.0,700,,,,,,,,,,,,,,,1,1,3
