text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ AX VIBE POST 5 MIN', Sequence: '%SiemensSeq%\fl3d_vibe')",0.0,-597550,,,,,,,,,,,,,,,10,3,1
Patient table has started moving. Absolute PTAB Position: -1585100,32.0,-1585100,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",42.0,-1585100,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",69.0,-1585100,,,,,,,,,,,,,,,1,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",121.0,-1585100,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",177.0,-1585100,,,,,,,,,,,,,,,1,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",178.0,-1585100,,,,,,,,,,,,,,,1,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",636.0,-1585100,,,,,,,,,,,,,,,1,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",675.0,-1585100,,,,,,,,,,,,,,,1,3,1
Patient table has started moving. Absolute PTAB Position: 850,752.0,850,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",753.0,850,,,,,,,,,,,,,,,5,3,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",764.0,850,,,,,,,,,,,,,,,5,3,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",1214.0,850,,,,,,,,,,,,,,,1,3,1
Patient table has started moving. Absolute PTAB Position: 150,1232.0,150,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1235.0,150,,,,,,,,,,,,,,,5,3,1
Patient table has started moving. Absolute PTAB Position: -308700,1236.0,-308700,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1238.0,-308700,,,,,,,,,,,,,,,5,3,1
Patient has been positioned,1239.0,-308700,,,,,,,,,,,,,,,7,3,1
Patient table has started moving. Absolute PTAB Position: -278500,1240.0,-278500,,,,,,,,,,,,,,,4,3,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",1246.0,-278500,,,,,,,,,,,,,,,5,3,1
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,1322.0,-278500,,,,,,,,,,,,,,,12,3,1
A patient has been registered successfully (a5092c4aac859d5941bcb123072cdad36b9ec4fa).,1323.0,-278500,,,,,,,,,,,,,,,8,3,1
