text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'AX MEDIC', Sequence: '%SiemensSeq%\medic')",0.0,-361600,,,,,,,,,,,,,,,10,7,10
Patient table has started moving. Absolute PTAB Position: -1297950,14.0,-1297950,,,,,,,,,,,,,,,4,7,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",21.0,-1297950,,,,,,,,,,,,,,,1,7,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",22.0,-1297950,,,,,,,,,,,,,,,5,7,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",29.000000000000004,-1297950,,,,,,,,,,,,,,,1,7,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",32.0,-1297950,,,,,,,,,,,,,,,5,7,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",33.0,-1297950,,,,,,,,,,,,,,,1,7,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",245.00000000000003,-1297950,,,,,,,,,,,,,,,5,7,10
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,288.0,-1297950,,,,,,,,,,,,,,,12,7,10
A patient has been registered successfully (d84af08afed5ece1a78e84bca712f83d8157d675).,301.0,-1297950,,,,,,,,,,,,,,,8,7,10
Patient table has started moving. Absolute PTAB Position: 900,306.0,900,,,,,,,,,,,,,,,4,7,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",307.0,900,,,,,,,,,,,,,,,5,7,10
