text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'FLAIR 3D', Sequence: '%SiemensSeq%\space')",0.0,-278500,,,,,,,,,,,,,,,10,9,3
Patient table has started moving. Absolute PTAB Position: -1204950,13.0,-1204950,,,,,,,,,,,,,,,4,9,3
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,13.0,-1204950,,,,,,,,,,,,,,,12,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",20.0,-1204950,,,,,,,,,,,,,,,5,9,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",20.0,-1204950,,,,,,,,,,,,,,,1,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",43.0,-1204950,,,,,,,,,,,,,,,5,9,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",166.0,-1204950,,,,,,,,,,,,,,,1,9,3
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,2309,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SHA,SP1-8.)",207.0,-1204950,,,,,,,,,,,,,,,1,9,3
Patient table has started moving. Absolute PTAB Position: 1600,380.0,1600,,,,,,,,,,,,,,,4,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",382.0,1600,,,,,,,,,,,,,,,5,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",393.0,1600,,,,,,,,,,,,,,,5,9,3
Patient table has started moving. Absolute PTAB Position: -300,394.0,-300,,,,,,,,,,,,,,,4,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",394.0,-300,,,,,,,,,,,,,,,5,9,3
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",395.0,-300,,,,,,,,,,,,,,,5,9,3
A patient has been registered successfully (212e4c06ece48cc3abc27fde88eea84042f8445d).,504.00000000000006,-300,,,,,,,,,,,,,,,8,9,3
Patient table has started moving. Absolute PTAB Position: -200,542.0,-200,,,,,,,,,,,,,,,4,9,3
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",546.0,-200,,,,,,,,,,,,,,,5,9,3
Patient table has started moving. Absolute PTAB Position: -320050,546.0,-320050,,,,,,,,,,,,,,,4,9,3
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",547.0,-320050,,,,,,,,,,,,,,,5,9,3
Patient has been positioned,549.0,-320050,,,,,,,,,,,,,,,7,9,3
Patient table has started moving. Absolute PTAB Position: -323150,549.0,-323150,,,,,,,,,,,,,,,4,9,3
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",555.0,-323150,,,,,,,,,,,,,,,5,9,3
"Start prepare. (Protocol: 'AAShoulder_Scout', Sequence: '%SiemensSeq%\AALScout')",577.0,-323150,,,,,,,,,,,,,,,9,9,3
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,577.0,-323150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
