text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'COR T1', Sequence: '%SiemensSeq%\tse')",0.0,-1294000,,,,,,,,,,,,,,,10,10,7
Patient table has started moving. Absolute PTAB Position: -1259000,82.0,-1259000,,,,,,,,,,,,,,,4,10,7
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",90.0,-1259000,,,,,,,,,,,,,,,5,10,7
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",90.0,-1259000,,,,,,,,,,,,,,,1,10,7
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",106.0,-1259000,,,,,,,,,,,,,,,5,10,7
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,152.0,-1259000,,,,,,,,,,,,,,,12,10,7
A patient has been registered successfully (4568b678a5cdb52ec289598a53e9b2f507a028da).,156.0,-1259000,,,,,,,,,,,,,,,8,10,7
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,166.0,-1259000,,,,,,,,,,,,,,,12,10,7
A patient has been registered successfully (dc94019692cf6019533393cdf398c68fb55990d7).,180.0,-1259000,,,,,,,,,,,,,,,8,10,7
Patient table has started moving. Absolute PTAB Position: 250,200.0,250,,,,,,,,,,,,,,,4,10,7
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",201.0,250,,,,,,,,,,,,,,,5,10,7
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",212.0,250,,,,,,,,,,,,,,,5,10,7
Patient table has started moving. Absolute PTAB Position: 150,227.0,150,,,,,,,,,,,,,,,4,10,7
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",233.00000000000003,150,,,,,,,,,,,,,,,5,10,7
Patient has been positioned,233.00000000000003,150,,,,,,,,,,,,,,,7,10,7
