text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'OBL AX PD FS', Sequence: '%SiemensSeq%\tse')",0.0,-348750,,,,,,,,,,,,,,,10,6,10
Patient table has started moving. Absolute PTAB Position: -1392850,6.0,-1392850,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",14.0,-1392850,,,,,,,,,,,,,,,5,6,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,1315,1314,131c,131d,0,0'. Connected coil elements: BC,HE2,4,NE2,SP1-8.)",15.000000000000002,-1392850,,,,,,,,,,,,,,,1,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",31.000000000000004,-1392850,,,,,,,,,,,,,,,5,6,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",36.0,-1392850,,,,,,,,,,,,,,,1,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",43.0,-1392850,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: 2350,43.0,2350,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",44.0,2350,,,,,,,,,,,,,,,5,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",134.0,2350,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: -2100,142.0,-2100,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",143.0,-2100,,,,,,,,,,,,,,,5,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",153.0,-2100,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: 600,153.0,600,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",154.0,600,,,,,,,,,,,,,,,5,6,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,230a,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8,18K.)",161.0,600,,,,,,,,,,,,,,,1,6,10
Patient table has started moving. Absolute PTAB Position: -1750,161.0,-1750,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",165.0,-1750,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: -478500,166.0,-478500,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",169.0,-478500,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: -820800,169.0,-820800,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",173.0,-820800,,,,,,,,,,,,,,,5,6,10
Patient has been positioned,174.0,-820800,,,,,,,,,,,,,,,7,6,10
