text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'AX T2 DSA', Sequence: '%SiemensSeq%\tse')",0.0,-803700,,,,,,,,,,,,,,,10,10,10
Patient table has started moving. Absolute PTAB Position: -1714950,12.0,-1714950,,,,,,,,,,,,,,,4,10,10
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,13.0,-1714950,,,,,,,,,,,,,,,12,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",22.0,-1714950,,,,,,,,,,,,,,,5,10,10
A patient has been registered successfully (2ddf2b58cdf59f4a28b2c08af0eee0be8a7fa7a4).,50.0,-1714950,,,,,,,,,,,,,,,8,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",66.0,-1714950,,,,,,,,,,,,,,,5,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",73.0,-1714950,,,,,,,,,,,,,,,5,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",142.0,-1714950,,,,,,,,,,,,,,,5,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",159.0,-1714950,,,,,,,,,,,,,,,5,10,10
Patient table has started moving. Absolute PTAB Position: 250,159.0,250,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",160.0,250,,,,,,,,,,,,,,,5,10,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,13161315,1314,131c,131d,0,0'. Connected coil elements: BC,HE1-4,NE1,2,SP1-8.)",165.0,250,,,,,,,,,,,,,,,1,10,10
Patient table has started moving. Absolute PTAB Position: -200,165.0,-200,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",168.0,-200,,,,,,,,,,,,,,,5,10,10
Patient table has started moving. Absolute PTAB Position: -284000,168.0,-284000,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",170.0,-284000,,,,,,,,,,,,,,,5,10,10
Patient table has started moving. Absolute PTAB Position: -334550,170.0,-334550,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",171.0,-334550,,,,,,,,,,,,,,,5,10,10
Patient table has started moving. Absolute PTAB Position: -352650,185.0,-352650,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",187.0,-352650,,,,,,,,,,,,,,,5,10,10
Patient table has started moving. Absolute PTAB Position: -428350,187.0,-428350,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",190.0,-428350,,,,,,,,,,,,,,,5,10,10
Patient has been positioned,190.0,-428350,,,,,,,,,,,,,,,7,10,10
Patient table has started moving. Absolute PTAB Position: -353600,191.0,-353600,,,,,,,,,,,,,,,4,10,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",197.0,-353600,,,,,,,,,,,,,,,5,10,10
"Start prepare. (Protocol: 'AASpine_Scout', Sequence: '%SiemensSeq%\AALScout')",215.0,-353600,,,,,,,,,,,,,,,9,10,10
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,215.0,-353600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
