text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'C+ AX VIBE POST 5 MIN', Sequence: '%SiemensSeq%\fl3d_vibe')",0.0,-1083550,,,,,,,,,,,,,,,10,10,1
Patient table has started moving. Absolute PTAB Position: -1979050,41.0,-1979050,,,,,,,,,,,,,,,4,10,1
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,42.0,-1979050,,,,,,,,,,,,,,,12,10,1
A patient has been registered successfully (95384627ff00c9db0087dedbf8b6d3ad5a017f07).,45.0,-1979050,,,,,,,,,,,,,,,8,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",52.0,-1979050,,,,,,,,,,,,,,,5,10,1
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,0,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8.)",60.00000000000001,-1979050,,,,,,,,,,,,,,,1,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",75.0,-1979050,,,,,,,,,,,,,,,5,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",100.0,-1979050,,,,,,,,,,,,,,,5,10,1
Patient table has started moving. Absolute PTAB Position: 600,166.0,600,,,,,,,,,,,,,,,4,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",166.0,600,,,,,,,,,,,,,,,5,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",176.0,600,,,,,,,,,,,,,,,5,10,1
Patient table has started moving. Absolute PTAB Position: -1600,176.0,-1600,,,,,,,,,,,,,,,4,10,1
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",177.0,-1600,,,,,,,,,,,,,,,5,10,1
Patient table has started moving. Absolute PTAB Position: 250,180.0,250,,,,,,,,,,,,,,,4,10,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",186.0,250,,,,,,,,,,,,,,,5,10,1
Patient has been positioned,187.0,250,,,,,,,,,,,,,,,7,10,1
Patient table has started moving. Absolute PTAB Position: -998400,187.0,-998400,,,,,,,,,,,,,,,4,10,1
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 1, ZAxisInPossible: 1, argument values are boolean.",193.0,-998400,,,,,,,,,,,,,,,5,10,1
"Start prepare. (Protocol: 'AASpine_Scout', Sequence: '%SiemensSeq%\AALScout')",228.0,-998400,,,,,,,,,,,,,,,9,10,1
0,228.0,-998400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,228.0,-998400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0,228.0,-998400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
