text,timediff,PTAB,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K,sourceID_encoded,BodyGroup_to_encoded,BodyGroup_from_encoded
"Measurement finished OK. (Protocol: 'AX T1', Sequence: '%SiemensSeq%\tse')",0.0,-863200,,,,,,,,,,,,,,,10,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",0.0,-863200,,,,,,,,,,,,,,,5,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",10.0,-863200,,,,,,,,,,,,,,,5,6,10
Measurement control information: measurement has been stopped by user. ID: syngo.MR.MRI_MSR_NlsMessageId.Resources.MSRmsg.MRI_MSR_I_34_USER_STOP,13.0,-863200,,,,,,,,,,,,,,,12,6,10
Patient table has started moving. Absolute PTAB Position: 250,23.0,250,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",24.0,250,,,,,,,,,,,,,,,5,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 1, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",34.0,250,,,,,,,,,,,,,,,5,6,10
"Coil change event was handled successfully. (Coil context: 'default'. Coil plug codes: 'ff,230a,0,0,0,0,0,131c,131d,0,0'. Connected coil elements: BC,SP1-8,18K.)",75.0,250,,,,,,,,,,,,,,,1,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",123.0,250,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: -1200,128.0,-1200,,,,,,,,,,,,,,,4,6,10
"YAxisUpPossible: 1, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 0, argument values are boolean.",130.0,-1200,,,,,,,,,,,,,,,5,6,10
"YAxisUpPossible: 0, YAxisDownPossible: 0, argument values are boolean. ZAxisOutPossible: 0, ZAxisInPossible: 1, argument values are boolean.",143.0,-1200,,,,,,,,,,,,,,,5,6,10
Patient table has started moving. Absolute PTAB Position: -2150,143.0,-2150,,,,,,,,,,,,,,,4,6,10
